Name,Year,Event,Image,Image caption,Display Year (if different)
Yoneda Tomoko,2007,"Group exhibitions: The 10th International Istanbul Biennial, <i>Not only possible, but also necessary: Optimism in the age of global war</i> (Istanbul), <i>Beautiful New World: Contemporary Visual Culture from Japan</i> (B.T.A.P, Beijing; Guangdong Museum of Art, Guangzhou), <i>La Biennale di Venezia, The 52nd International Art Exhibition: Think with the Senses - Feel with the Mind. Art in the Present Tense</i> (Venice), <i>FASCINATION</i> (Nihonbashi Takashimaya Gallery X, Tokyo), <i>Paradise is for the blessed</i> (Four Corners, London), <i>Changing Faces/Work</i> (Stedelijk Museum de Lakenhal in Scheltema, Leiden, touring in Europe, Museu Valencià de la Il.lustració i de la Modernitat (MuVIM), Valencià, Dom Fotografie, Liptovský Mikuláš), <i>Japan Caught by Camera - Works from the Photographic Art in Japan</i> (Shanghai Art Museum)",,,
Yoneda Tomoko,2008,"Solo exhibiton: <i>An End is a Beginning</i> (Hara Museum of Contemporary Art, Tokyo); Group exhibitions: <i>The 13th Asian Art Biennale</i> , Bangladesh 2008, “ <i>What a Place Tells Us</i> ” Exhibition by Tomoko Yoneda and Yoshihiro Suda (Osmani Memorial Hall, Bangladesh Shilpakala Academy, Bangladesh National Museum, Bangladesh); <i>MOGI Kenichiro, hana, KAKUTA Mitsuyo, ARAKI Nobuyoshi: Four Views of the Collection of the Yokohama Museum of Art</i> (Yokohama Museum of Art, Yokohama)",,,
Yoneda Tomoko,2009,"Solo exhibitions: <i>Rivers Become Oceans</i> (ShugoArts, Tokyo) and <i>Beyond Memory and Uncertainty</i> (Sage Paris, Paris); Group exhibitions: <i>Rememory</i> (Galerie Lucy Mackintosh, Lausanne), <i>Art Tells the Times, Works by Women Artists : Shiseido Gallery 90th Anniversary Exhibition</i> (Shiseido Gallery, Tokyo), <i>Platform 2009</i> (KIMUSA, Seoul), “ <i>What a Place Tells Us” Exhibition by Tomoko Yoneda and Yoshihiro Suda</i> (The 13th Asian Art Biennale, Bangladesh 2008 Traveling Exhibition) (100Tonson Gallery, Bangkok)",,,
Yoneda Tomoko,2010,"Group exhibitions: <i>The 20th Festival of Le Printemps de Septembre</i> (Musée Henri-Martin, Cahors), Kuandu Biennale ""Plus:10+10-Memories and Beyond"" (Kuandu Museum of Fine Arts, Taipei); The Definition of Self (21_21 Design Sight, Tokyo), Roppongi Crossing 2010 Can There Be Art (Mori Art Museum, Tokyo), Plastic Memories (Museum of Contemporary Art Tokyo, Tokyo), New Photography: Pavilion Commissions 2009 (Djanogly Art Gallery, Nottingham)",,,
Yoneda Tomoko,2011,"Solo exhibition: Japanese House (ShugoArts, Tokyo); Group exhibitions: What is “On the Agenda of the Arts”? (Tokyo Wonder Site, Shibuya), Collection Exhibition 2011−2 To Build, To Depart, Hiroshima Imagined (Hiroshima Museum of Contemporary Art), Art in an Office (Toyota city Museum of Art, Toyota, Aichi), Bye Bye Kitty!!! Between Heaven and Hell in Contemporary Japanese Art (Japan Society)",,,
Yoneda Tomoko,2012,"Group exhibitions: Sky over My Head (Contemporary Art Museum, Kumamoto, Japan), The Best of Times, The Worst of Times. Rebirth and Apocalypse in Contemporary Art (Kiev Biennale Arsenale), Tokyo Story (Tokyo Wonder Site, Shibuya)",,,
Yoneda Tomoko,2013,"Solo exhibition: We shall meet in place where there is no darkness (Tokyo Metropolitan Museum of Photography and Himeji City Museum of Art (Himeji, Japan)); Group exhibitions: Awakening―Where are we standing?: Earth, Memory and Resurrection (Aichi Triennale 2013, Aichi, Japan), Unattained Landscape (The Bevilacqua La Masa Foundation, Venice), Re: Quest – Japanese Contemporary Art Since the 1970s (Seoul National University Museum of Art, Seoul, Korea)",,,
Yoneda Tomoko,2014,"Group exhibitions: Burning Down the House: The 10th Gwangju Biennale (Gwangju, Korea SeMA Biennale Mediacity Seoul, Seoul Museum of Art, Seoul, Korea), 20 years since Hanshin-Awaji earthquake (Hyogo Prefectural Museum, Kobe, Japan)",,,
Yoneda Tomoko,2015,"Solo exhibition: Beyond Memory (Grimaldi Gavin, London); Group exhibitions: Nissan Art Award 2015 Exhibition of New Works by Seven Finalists (BankART Studio NYK, Yokohama, Japan), Discordant Harmony: Critical Reflection on the Imagination of Asia (Hiroshima City Museum of Contemporary Art, Hiroshima, Japan), Variations Corbusier (Centre international D'Art Contemporain Alpes-Maritimes, France)",,,
Yoneda Tomoko,2016,"Group exhibitions: Discordant Harmony: Critical Reflection on the Imagination of Asia (Kuandu Museum of Fine Arts, Taipei, Taiwan), Tell Me A Story: Locality and Narrative (Rockbund Art Museum, Shanghai, China)",,,
Higashi Yumi,1969,"Higashi and 20 other members of the Jissen Women's College photography club repeatedly visit the town of Ashio to live with and photograph the community as the mine was in the process of closing from 1969-1971. Higashi and others photograph anonymously as a part of ""group shooting""",,,
Higashi Yumi,1994,Participates in publishing「集団撮影行動　足尾」( <i>Group Shooting Action: Ashio</i> ) (集団撮影行動足尾を出版する会）,,,
Higashi Yumi,2006,Participates in the exhibition 「足尾グループ写真展」( <i>Ashio Group Photography Exhibition</i> )（足尾歴史館）,,,
Higashi Yumi,2009,Participates in the exhibition 「足尾今昔写真展　銅山閉山前・そして今」( <i>Ashio Past and Present Photography Exhibition: Before the Closing of the Mine and Now</i> )（足尾歴史館）,,,
Higashi Yumi,2017,"Participates in the creation of the All Japan Student Photo Club webiste 「もう一つの写真記録」(aajps.or.jp)（全日本写真連盟OB.OG）as a place to make the digitzed collections of photo books, newsletters, and photographs of the group publicly accessible; Participates in the exhibition 「足尾今昔写真展　1973年　（昭和48）""足尾""」( <i>Ashio Past and Present Photography Exhibition 1973 ""Ashio""</i> )（足尾歴史館）",,,
Higashi Yumi,2018,Participates in the exhibition「足尾・谷中　そして移民のサロマベツ原野　写真展」( <i>Ashio・Yanaka and the Immigrant's Saromabetsu Wilderness</i> )（足尾歴史館）,,,
Tobu Akiko,1997,"1997 Began practicing photography, training with Hatakeyama Naoya",,,
Tobu Akiko,2003,"Publishes The Hotel Upstairs (Studio Parabolica); Exhibits The Hotel Upstairs (Zeit-Foto Salon, Tokyo)",,,
Tobu Akiko,2004,"Wins the Higashikawa New Photographer Prize; 20th HIgashikawa Awards Exhibition (Higashikawa Bunka Gallery, Hokkaido)",,,
Tobu Akiko,2005,"Exhibits ""Memoraphilia"" (Zeit-Foto Salon, Tokyo); Takes part in the group exhibition ""85/05: Photography Beyond 20 years from the Tsukuba Museum of Photography 1985"" (Sendai Mediatheque, Miyagi); ""PRESENCE: Katherine Westerhout, Akiko Tobu, Dayanita Singh"" (SEPIA International and the Alkazi Collection of Photography, New York)",,,
Tobu Akiko,2006,"Takes part in the group exhibition ""SEPIA at Seven"" (SEPIA International and the Alkazi Collection of Photography, New York)",,,
Tobu Akiko,2007,"Exhibits ""Hikariba"" (Zeit-Foto Salon, Tokyo); Takes part in the group exhibition ""Japan Caught by Camera: Works from the Photographic Art in Japan"" (Shanghai Art Museum, Shanghai)",,,
Tobu Akiko,2008,"Takes part in the group exhibition ""The history of arts and cities--Paris, New York, Tokyo, and Shanghai"" (Sendai Mediatheque, Miyagi)",,,
Tobu Akiko,2009,"Exhibits ""contemporary photography #1 Akiko Tobu 'at zero'"" (Gallery ZERO at Meiji University Library, Ikuta, Kanagawa)",,,
Tobu Akiko,2010,"Takes part in the group exhibition ""SUMMIT OF THE SIX"" (Vanguard Gallery, Shanghai)",,,
Watanabe Fujie,1940,"Begins working for the Ministry of Foreign Affairs Photo Agency distributing photographs to domestic and international news agencies, such as Time Magazine, to promote Japan",,,
Watanabe Fujie,1945,Resigns from the Mainichi Shimbun when the war ends,,,
Watanabe Fujie,1950,"Begins working as an event photographer with a team of four male assistants, often printing up to 3,000 photographs in a matter of two nights for her customers at the Tokyo Union Club and the Kamsumi Kaikan",,,
Takahashi Chiyo,1937,Lives in Manchuria for a year,,,
Takahashi Chiyo,1945,Begins working for Kyodo News Agency,,,
Kumagai Kazuyo,1952,Graduates from photography school,,,
Kumagai Kazuyo,1952,Begins freelancing as a commercial photographer for a chemical product company and working part time with Konishi Roku,,,
Ogawa Chieko,1957,From 1957-1962 is featured in photo magazine articles about the experiences and perspectives of professional women photographers. In the 1950s works as a free lance photographer.,,,
Ogawa Chieko,1978,Publishes Chōkin no gihō (Metal engraving techniques) (雄山閣出版),,,
Ogawa Chieko,1992,Publishes Chōkin no gihō: Jewelry Making (雄山閣出版),,,
Kiyomiya Yumiko,1961,Publishes 「日本のどこかに」(Somewhere in Japan) (鏡浦書房),,,
Kiyomiya Yumiko,2008,Publishes 美智子妃誕生と昭和の記憶 : プリンセスに密着した女性カメラマンの一〇〇〇日 (The Birth of Princess Michiko and Memories of Showa: 1000 days of a female cameraman closely attached to the princess) (講談社),,,
Masumi Hayashi,2006,Receives a Doctorate of Fine Arts (posthumous) from Cleveland State University,,,
Masumi Hayashi,1977,Earns MFA in Visual Arts (Photography) from Florida State University,,,
Masumi Hayashi,1975,Earns BFA in Visual Arts (Photography) from Florida State University,,,
Masumi Hayashi,2007,Receives Governor's Awards for the Arts in Ohio (posthumous),,,
Masumi Hayashi,2005,Associate Fellow with the Asian Studies Department at UCLA,,,
Masumi Hayashi,2003,Senior Fulbright Research Fellow for art research in India and Nepal with the Center for International Services and Programs at Cleveland State University,,,
Masumi Hayashi,2002,Awarded Artist Fellowship in Photography from the Ohio Arts Council,,,
Masumi Hayashi,1999,Awarded Travel Artist Fellowship for travel and creative research in India from the Ohio Arts Council,,,
Masumi Hayashi,1997,Awarded Research Fellowship for research on Japanese-American internment camps from the Civil Liberties Education Fund,,,
Masumi Hayashi,1997,Awarded EFFRD Grant from Cleveland State University,,,
Masumi Hayashi,1996,Awarded Artist Fellowship in Photography from the Ohio Arts Council,,,
Masumi Hayashi,1995,Awarded Artist Project Grant from the Ohio Arts Council,,,
Masumi Hayashi,1994,Awarded Cleveland Visual Arts Award from the Cleveland City Women's Club,,,
Masumi Hayashi,1991,Awarded Distinguished Scholar Award from Cleveland State University,,,1991-1992
Masumi Hayashi,1989,Awarded National Endowment for the Arts Regional Photography Fellowship from Arts Midwest,,,
Masumi Hayashi,1989,Awarded Professional Development Grant from the Ohio Arts Council,,,
Masumi Hayashi,1989,Artist in Residence with Marin Headlands Center for the Arts,,,
Masumi Hayashi,1989,Awarded National Endowment for the Arts Regional Fellowship from Arts Midwest,,,
Masumi Hayashi,1988,Awarded Ohio Artist Fellowship (grant) from the Ohio Arts Council,,,
Masumi Hayashi,1987,Awarded First Place Award for Photography from the Cleveland Museum of Art,,,
Masumi Hayashi,1985,Awarded Artist in Residence (grant) from the John Michael Kohler Art Center,,,
Masumi Hayashi,1983,Awarded Research and Creative Activities (grant) from Cleveland State University,,,
Masumi Hayashi,1983,Awarded Product Grant (grant) from Nimslo 3-d Corporation,,,
Masumi Hayashi,1980,Awarded Florida Individual Artist Fellowship in Photography from the Florida Arts Council,,,
Masumi Hayashi,1994,"Serves as Exhibit Curator for ""Re...Photo Construct"" at Cleveland State University Art Gallery",,,
Masumi Hayashi,1993,Serves as Visiting Artist at Florida State University Art Department,,,
Masumi Hayashi,1993,Serves as Visiting Artist at Penn State University Art Department,,,
Masumi Hayashi,1992,Visiting Artist Lecturer at Akron Art Museum,,,
Masumi Hayashi,1991,Visiting Artist Lecturer at Castellani Art Museum at University of Niagara Falls,,,
Masumi Hayashi,1983,Serves as Gallery Director at Cleveland State University Art Gallery,,,1983-1985
Masumi Hayashi,1982,Serves as Gallery Director at Miami-Dade Community College,,,
Masumi Hayashi,1981,Serves as Curator for University of Central Florida Art Gallery,,,1981-1982
Masumi Hayashi,1988,"Curates exhibition ""Free and Ordered Space: Photography Reconstructed"" as Trumbull Art Gallery",,,
Masumi Hayashi,2007,"Featured in five posthumous solo exhbitions, including ""Masumi Hayashi, Meditations: Remembering Injustice"" at the Museum of Contemporary Art (MOCA) in Cleveland, Ohio",,,
Masumi Hayashi,2006,"Featured in posthumous solo exhibition ""Panopticon: Photo Collages of Prison and War Sites"" at Hiram College",,,
Masumi Hayashi,2006,"Holds solo exhibition ""History and Memory: Landscapes of Internment"" at Ganser Gallery, Millersville University",,,
Masumi Hayashi,2004,"Holds solo exhibition ""History and Memory"" at the Farmount State College of Art Gallery",,,
Masumi Hayashi,2003,"Holds three solo exhibitions, including ""India Temples: Masumi Hayashi Photographs"" at the Cleveland Museum of Art",,,
Masumi Hayashi,2001,"Holds solo exhibition ""Hidden Places, Silent Spaces, Japanese American and Japanese Canadian Relocation Camps"" at the Oregon Nikkei Legacy Center",,,
Masumi Hayashi,2000,"Holds solo exhibition ""History and Memory: the Japanese American Internment Camps"" at University Gallery, Millersville University",,,
Masumi Hayashi,1998,"Holds solo exhibition ""American Concentration Camps"" at Whipple Art Center",,,
Masumi Hayashi,1997,"Holds solo exhibition ""CityWorks"" at Bonfoey Gallery",,,
Masumi Hayashi,1993,"Holds two solo exhibitions, including ""Post Industrial Panoramic Landscapes"" at Florida State University Art Gallery",,,
Masumi Hayashi,1992,"Holds solo exhibition ""EPA Superfund Sites"" at Akron Art Museum",,,
Masumi Hayashi,1990,"Holds three solo exhibitions,including ""Ohio Steel Mills: A Post Industrial Perspective"" at Butler Institute of American Art",,,
Masumi Hayashi,1998,"Holds solo exhibition ""Post Industrial Panoramic Landscapes: A Portrait of Cleveland"" at Cleveland Center for Contemporary Art",,,
Masumi Hayashi,1985,"Holds solo exhibition at Art Gallery, Edinburgh College of Art",,,
Masumi Hayashi,1983,"Holds two solo exhibitions, including ""Polychrome Illusions"" at Project Art Center",,,
Masumi Hayashi,1982,"Holds solo exhibition ""Mindscape Series"" at University of Kansas Art Department",,,
Masumi Hayashi,2005,"Participates in two group exhibitions, including ""NEO"" at Cleveland Museum of Art",,,
Masumi Hayashi,2004,"Participates in three group exhibitions, including ""Terrestrial Forces"" at Florida State University Museum of Fine Arts",,,
Masumi Hayashi,2003,"Participates in two group exhibitions, including ""Only Skin Deep"" at Seattle Museum of Art",,,
Masumi Hayashi,2002,"Participates in two group exhibitions, including ""Cultural Identity"" at Ludwig Museum",,,
Masumi Hayashi,2001,"Participates in group exhibition ""Biennale Internatzionale Dell'arte Comtemporanea"" at Arte Studio",,,
Masumi Hayashi,1997,"Participates in three-year group exhibition tour ""Landscape / Land Use"" at Visual Studies Workshop Gallery",,,1997-2001
Masumi Hayashi,2000,"Participates in group exhibition ""Paper Routes 2000"" at Southern Ohio Museum, College of Wooster Art Museum, and Riffe Gallery",,,2000-2001
Masumi Hayashi,1999,"Participates in group exhibition ""Common Ground: Contemporary Landscapes from Israel and Ohio"" at Taft Museum of Art at Artist Space Gallery",,,1999-2000
Masumi Hayashi,1999,"Participates in group exhibition ""Revisioning Manzanar"" at Japanese American National Museum",,,1999-2001
Masumi Hayashi,1999,"Participates in two group exhibitions, including ""Silent Voices"" at Spaces Art Gallery",,,
Masumi Hayashi,1998,"Participates in group exhibition ""Picturing Manzanar"" at Friends of Photography, Ansel Adams Center",,,
Masumi Hayashi,1996,"Participates in four group exhibitions, including ""Gender: Beyond Memory"" at Tokyo Metropolitan Museum of Photography",,,
Masumi Hayashi,1995,"Participates in two group exhibitions, including ""Fragile Landscape"" at Center for Photography at Woodstock",,,
Masumi Hayashi,1995,"Participates in touring group exhibition ""War Works: Women, Photography, and the Art of War"" at the Victoria and Albert Museum",,,1995-1997
Masumi Hayashi,1994,"Participates in four group exhibitions, including ""A Sense of Place"" at Wexner Center for the Arts and Museum of Modern Art (Saitama, Urawashi, Japan)",,,
Masumi Hayashi,1993,"Participates in two group exhibitions, including ""About Nature"" at Cleveland Center for Contemporary Art",,,
Masumi Hayashi,1992,"Participates in three group exhibitions, including ""Centered Margins: Contemporary Art of the Americas Toward a Post Colonial Culture"" at Dorothy Uber Bryan Gallery, Bowling Green State University",,,
Masumi Hayashi,1991,"Participates in five group exhibitions, including ""Another Side of Progress"" at Light Factor and Southeast Center for Contemporary Art",,,
Masumi Hayashi,1990,"Participates in group exhibition ""Sakura in Buckeye Country: Japanese Artists in Ohio"" at Lima Art Center",,,
Masumi Hayashi,1989,"Participates in two group exhibitions, including ""Responses to the Urban and Industrial Landscape: Photography and Sculpture"" at Kent State University Art Gallery",,,
Masumi Hayashi,1988,"Participates in group exhibition ""American Color"" at University of New Mexico Art Gallery",,,
Masumi Hayashi,1987,"Participates in two group exhibitions, including ""May Show"" at Cleveland Museum of Art, receiving first place in photography",,,
Masumi Hayashi,1986,"Participates in five group exhibitions, including ""Taking Liberties"" at New York Museum of Art",,,
Masumi Hayashi,1985,"Participates in seven group exhibitions, including ""New Color Landscapes"" at The New Contemporary Gallery",,,
Masumi Hayashi,1984,"Participates in five group exhibitions, including ""Lights, Camera, Magic"" at California Museum of Photography",,,
Masumi Hayashi,1983,"Participates in six group exhibitions, including ""Collage and Assemblage"" at Mississippi Museum of Art, Tampa Museum, Alexandria Museum of Art, Hunter Museum of Art, and Tucson Museum of Art",,,
Masumi Hayashi,1982,"Participates in six group exhibitions, including ""Southestern Graphics Invitational 1982: The Modified Print"" at Mint Museum of Art",,,
Masumi Hayashi,1981,"Participates in three group exhibitions, including ""Emerging Photographers"" at Images Gallery",,,
Masumi Hayashi,1979,"Participates in group exhibition ""Up Against the Wall"" at Catskill Center for Photography",,,
Murai Yoneko,1917,Climbs Mount Fuji at the age of 16,,,
Murai Yoneko,1926,Participates in establishing the Nature Conservation Society of Japan,,,
Murai Yoneko,1930,Begins working for the NHK,,,
Murai Yoneko,1940,Publishes photos of her mountain climbing expeditions in 『フォトタイムス』(Foto taimusu),,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
